Customer ID,Gender,Age,City Code,Product Code,Total Bill (Taka),Customer Value
382,Female,40,3,3,7300,0
383,Female,32,3,8,7620,0
384,Female,39,13,2,6110,0
385,Female,46,3,7,6620,0
386,Female,23,3,4,7010,0
387,Female,37,6,8,7620,0
388,Female,30,20,6,10710,0
389,Male,38,6,3,7300,1
390,Female,41,20,8,7620,0
391,Female,46,6,1,5719,0
392,Male,42,1,7,6570,0
393,Female,31,3,6,10710,0
394,Female,36,15,5,7680,1
395,Female,31,4,3,7300,0
396,Female,44,1,9,9070,0
397,Female,46,1,9,9070,1
398,Female,29,1,1,5669,1
399,Male,49,1,2,6060,0
400,Female,35,18,7,6620,0
401,Female,24,1,9,9070,0
402,Male,50,15,1,5719,1
403,Female,33,1,6,10660,0
404,Female,22,14,4,7010,1
405,Female,37,3,10,9670,0
406,Female,30,19,6,10710,1
407,Female,44,18,6,10710,1
408,Female,43,3,4,7010,1
409,Female,39,8,1,5719,0
410,Female,30,1,7,6570,0
411,Female,32,3,3,7300,0
412,Female,28,19,3,7300,0
413,Female,31,13,8,7620,0
414,Female,29,1,6,10660,0
415,Male,25,3,1,5719,1
416,Female,23,20,9,9120,0
417,Female,28,13,6,10710,1
418,Female,32,1,8,7570,1
419,Female,39,3,10,9670,0
420,Female,42,1,2,6060,1
421,Female,36,1,5,7630,0
422,Female,37,7,10,9670,0
423,Female,29,3,10,9670,1
424,Female,32,3,6,10710,1
425,Female,47,20,2,6110,1
426,Female,29,1,10,9620,0
427,Female,34,1,3,7250,1
428,Female,23,1,8,7570,0
429,Female,43,16,8,7620,0
430,Female,27,15,7,6620,0
431,Female,34,1,3,7250,0
432,Female,26,1,6,10660,0
433,Female,39,3,7,6620,1
434,Female,36,3,3,7300,0
435,Female,40,6,2,6110,0
436,Female,44,7,4,7010,0
437,Female,28,3,7,6620,0
438,Female,48,1,6,10660,0
439,Female,33,15,10,9670,1
440,Female,48,9,10,9670,1
441,Female,41,1,1,5669,1
442,Female,23,1,2,6060,0
443,Female,32,11,1,5719,0
444,Female,28,14,5,7680,0
445,Female,43,3,10,9670,0
446,Female,28,1,2,6060,1
447,Female,44,18,10,9670,0
448,Female,40,1,3,7250,1
449,Female,38,3,3,7300,0
450,Female,30,1,10,9620,0
451,Female,38,11,8,7620,1
452,Male,42,3,8,7620,0
453,Female,45,1,6,10660,0
454,Male,32,1,10,9620,1
455,Female,32,1,7,6570,1
456,Female,41,8,6,10710,0
457,Female,23,1,1,5669,1
458,Female,30,1,4,6960,0
459,Female,27,1,10,9620,0
460,Female,26,1,6,10660,1
461,Female,26,6,4,7010,1
462,Female,24,15,9,9120,0
463,Female,40,1,10,9620,1
464,Female,36,1,1,5669,1
465,Female,23,1,3,7250,0
466,Female,43,3,4,7010,0
467,Female,47,1,8,7570,0
468,Female,45,7,3,7300,0
469,Female,26,1,6,10660,0
470,Female,38,1,4,6960,1
471,Female,40,3,4,7010,0
472,Female,41,13,4,7010,0
473,Female,32,1,9,9070,0
474,Female,24,3,1,5719,1
475,Female,40,1,8,7570,0
476,Female,34,15,1,5719,0
477,Female,27,6,1,5719,0
478,Female,25,15,9,9120,0
479,Male,31,17,4,7010,1
480,Female,44,3,2,6110,0
481,Female,31,1,3,7250,0
482,Female,42,15,2,6110,0
483,Female,38,3,6,10710,0
484,Female,22,1,6,10660,1
485,Male,39,3,2,6110,1
486,Male,24,18,5,7680,0
487,Female,39,3,7,6620,0
488,Female,36,13,10,9670,0
489,Female,36,1,2,6060,1
490,Female,43,3,1,5719,0
491,Male,28,1,5,7630,0
492,Male,47,2,3,7300,0
493,Female,35,1,4,6960,0
494,Female,22,1,1,5669,0
495,Female,48,19,9,9120,0
496,Female,30,18,9,9120,1
497,Female,38,13,7,6620,1
498,Female,47,3,2,6110,0
499,Female,33,1,5,7630,0
500,Male,47,18,7,6620,0
501,Female,44,11,9,9120,0
502,Female,24,3,5,7680,1
503,Male,46,1,8,7570,0
504,Female,48,8,8,7620,0
505,Female,27,1,4,6960,0
506,Female,26,1,1,5669,0
507,Female,45,1,3,7250,0
508,Female,29,1,2,6060,0
509,Female,24,18,1,5719,0
510,Female,28,1,3,7250,0
511,Female,24,1,6,10660,0
512,Female,48,1,4,6960,1
513,Female,32,1,7,6570,0
514,Female,44,3,5,7680,0
515,Female,31,11,4,7010,0
516,Female,46,14,10,9670,0
517,Female,48,3,2,6110,1
518,Female,24,20,2,6110,0
519,Female,42,1,2,6060,0
520,Male,47,1,2,6060,0
521,Female,39,5,6,10710,0
522,Female,39,1,3,7250,1
523,Female,39,3,2,6110,0
524,Female,35,13,2,6110,0
525,Female,45,1,6,10660,0
526,Female,29,3,2,6110,1
527,Female,49,1,2,6060,0
528,Male,41,20,2,6110,0
529,Female,39,15,2,6110,0
530,Female,48,2,2,6110,0
531,Female,47,3,2,6110,0
532,Female,45,3,2,6110,0
533,Male,24,6,2,6110,0
534,Female,26,7,2,6110,0
535,Female,22,17,2,6110,0
536,Female,29,1,2,6060,0
537,Female,50,20,2,6110,0
538,Female,49,11,9,9120,0
539,Female,48,2,5,7680,1
540,Female,29,6,9,9120,0
541,Female,32,8,10,9670,1
542,Female,31,18,7,6620,1
543,Female,43,1,9,9070,0
544,Female,28,8,9,9120,1
545,Female,23,1,5,7630,1
546,Male,44,9,1,5719,0
547,Female,37,3,10,9670,0
548,Female,29,9,10,9670,1
549,Female,44,1,1,5669,1
550,Male,22,1,9,9070,0
551,Female,27,4,9,9120,1
552,Female,39,16,2,6110,1
553,Female,22,12,4,7010,0
554,Female,27,14,3,7300,0
555,Female,27,11,5,7680,0
556,Female,26,1,5,7630,0
557,Female,41,3,8,7620,0
558,Female,46,1,4,6960,0
559,Female,32,9,9,9120,0
560,Female,33,3,5,7680,1
561,Female,25,16,9,9120,0
562,Female,24,1,2,6060,1
563,Female,26,1,6,10660,0
564,Female,36,4,7,6620,1
565,Female,46,15,3,7300,0
566,Female,49,1,7,6570,0
567,Female,26,17,2,6110,0
568,Female,43,3,7,6620,0
569,Female,33,3,9,9120,0
570,Female,26,7,8,7620,1
571,Female,44,14,8,7620,0
572,Female,49,17,4,7010,0
573,Female,48,1,10,9620,0
574,Female,25,20,5,7680,1
575,Female,26,19,3,7300,0
576,Female,42,1,8,7570,0
577,Female,41,1,8,7570,0
578,Female,24,3,6,10710,0
579,Female,27,17,3,7300,1
580,Female,40,3,5,7680,0
581,Female,32,1,4,6960,0
582,Female,32,1,3,7250,0
583,Female,40,6,6,10710,0
584,Male,29,1,9,9070,1
585,Female,39,1,4,6960,1
586,Male,24,1,7,6570,0
587,Female,29,1,3,7250,0
588,Female,49,3,4,7010,0
589,Male,34,8,8,7620,0
590,Male,22,8,1,5719,0
591,Female,28,1,3,7250,0
592,Female,46,1,6,10660,0
593,Female,43,16,5,7680,1
594,Female,38,1,6,10660,0
595,Female,46,14,8,7620,1
596,Female,46,2,4,7010,0
597,Female,30,9,7,6620,0
598,Female,23,6,2,6110,0
599,Female,43,3,6,10710,0
600,Female,42,3,1,5719,1
601,Female,44,7,4,7010,0
602,Female,24,3,7,6620,0
603,Female,46,1,4,6960,0
604,Female,29,19,2,6110,0
605,Female,23,15,10,9670,0
606,Female,31,1,9,9070,1
607,Male,28,13,5,7680,1
608,Female,38,6,5,7680,0
609,Female,44,1,3,7250,0
610,Male,34,1,7,6570,0
611,Female,40,1,10,9620,0
612,Female,33,3,5,7680,1
613,Female,23,1,2,6060,0
614,Female,28,3,2,6110,0
615,Female,22,3,6,10710,0
616,Female,24,8,1,5719,1
617,Female,24,3,1,5719,0
618,Female,50,1,6,10660,0
619,Female,42,1,5,7630,1
620,Female,29,1,9,9070,0
621,Female,42,1,2,6060,1
622,Female,38,1,7,6570,0
623,Female,29,1,6,10660,0
624,Female,50,1,6,10660,1
625,Female,50,11,10,9670,1
626,Female,28,10,9,9120,1
627,Female,40,18,5,7680,1
628,Female,26,1,6,10660,0
629,Male,41,1,4,6960,1
630,Female,39,14,1,5719,0
631,Female,28,18,6,10710,0
632,Female,37,16,1,5719,1
633,Female,44,14,10,9670,0
634,Male,44,1,7,6570,1
635,Female,25,1,4,6960,0
636,Female,23,1,8,7570,0
637,Female,32,8,6,10710,0
638,Female,22,1,9,9070,1
639,Female,22,1,1,5669,1
640,Female,47,1,4,6960,0
641,Female,40,12,6,10710,0
642,Female,29,3,4,7010,1
643,Female,28,9,7,6620,0
644,Female,23,16,1,5719,0
645,Male,33,14,5,7680,0
646,Female,28,1,3,7250,0
647,Female,45,20,9,9120,0
648,Female,47,3,9,9120,1
649,Female,30,1,10,9620,1
650,Female,35,16,1,5719,1
651,Female,50,3,1,5719,0
652,Male,48,7,6,10710,0
653,Female,26,1,3,7250,1
654,Female,36,1,5,7630,0
655,Male,32,1,1,5669,0
656,Female,25,11,9,9120,0
657,Female,41,1,2,6060,1
658,Female,41,14,1,5719,0
659,Female,30,13,4,7010,0
660,Female,38,3,2,6110,0
661,Female,41,1,10,9620,0
662,Female,38,7,10,9670,1
663,Female,38,14,3,7300,1
664,Female,31,1,10,9620,0
665,Female,24,3,2,6110,1
666,Female,34,15,9,9120,0
667,Female,40,3,5,7680,1
668,Female,22,1,6,10660,0
669,Female,38,2,3,7300,1
670,Female,37,15,9,9120,0
671,Female,26,18,4,7010,1
672,Female,44,20,6,10710,0
673,Female,45,3,7,6620,1
674,Female,47,1,4,6960,0
675,Female,35,1,3,7250,0
676,Male,33,1,8,7620,0
677,Female,22,3,5,7680,0
678,Female,38,3,10,9670,0
679,Female,26,1,8,7570,1
680,Female,41,1,7,6570,0
681,Female,50,1,2,6060,0
682,Male,34,1,7,6570,0
683,Female,33,1,7,6570,0
684,Male,47,3,7,6620,0
685,Female,48,1,1,5669,0
686,Female,29,3,4,7010,0
687,Male,47,1,10,9620,0
688,Female,44,7,3,7300,1
689,Female,22,1,5,7630,0
690,Female,38,7,10,9670,0
691,Female,27,3,7,6620,1
692,Female,30,16,1,5719,0
693,Female,28,2,10,9670,0
694,Male,38,16,5,7680,1
695,Female,38,19,6,10710,0
696,Female,38,10,10,9670,1
697,Female,27,3,10,9670,1
698,Female,46,3,3,7300,1
699,Female,36,1,3,7250,0
700,Female,47,12,10,9670,0
701,Female,44,1,5,7630,1
702,Male,44,14,7,6620,0
703,Female,23,1,2,6110,0
704,Female,40,1,7,6570,0
705,Female,37,1,1,5669,0
706,Female,37,1,2,6060,0
707,Female,26,1,10,9620,0
708,Male,43,15,1,5719,1
709,Male,27,5,5,7680,0
710,Female,45,11,10,9670,0
711,Female,27,1,9,9070,1
712,Female,39,1,1,5669,1
713,Female,43,1,3,7250,0
714,Female,22,2,2,6110,0
715,Female,36,3,5,7680,0
716,Female,44,1,2,6060,0
717,Female,24,17,1,5719,0
718,Female,29,1,8,7570,0
719,Female,44,1,3,7250,0
720,Female,28,3,6,10710,0
721,Female,37,10,2,6110,1
722,Female,22,3,5,7680,0
723,Female,27,8,10,9670,0
724,Female,46,4,4,7010,1
725,Female,43,20,4,7010,0
726,Female,41,3,1,5719,0
727,Female,40,3,10,9670,0
728,Female,45,3,2,6110,1
729,Female,46,1,7,6570,0
730,Female,40,1,5,7630,0
731,Female,29,1,7,6570,0
732,Female,28,1,3,7250,0
733,Male,22,7,2,6110,0
734,Female,36,3,7,6620,0
735,Female,30,3,5,7680,0
736,Female,38,2,9,9120,0
737,Male,35,3,7,6620,1
738,Female,37,19,3,7300,0
739,Female,25,15,8,7620,0
740,Female,50,4,5,7680,0
741,Female,33,3,4,7010,0
742,Female,36,6,4,7010,0
743,Male,22,3,5,7680,0
744,Female,34,1,1,5669,0
745,Female,31,3,5,7680,0
746,Female,40,20,7,6620,0
747,Female,23,20,1,5719,0
748,Female,34,17,8,7620,0
749,Female,35,1,4,6960,0
750,Female,25,8,2,6110,0
751,Female,33,1,7,6570,0
752,Female,23,3,6,10710,0
753,Female,35,18,9,9120,1
754,Female,46,1,2,6060,1
755,Female,42,1,4,6960,0
756,Female,38,1,8,7570,0
757,Female,39,14,3,7300,0
758,Female,31,1,6,10660,0
759,Female,47,2,6,10710,1
760,Female,30,1,7,6570,1
761,Female,45,11,7,6620,0
762,Female,24,1,9,9070,0
763,Female,28,1,6,10660,1
764,Female,22,2,4,7010,1
765,Female,40,3,2,6110,0
766,Female,23,1,6,10660,0
767,Female,28,20,2,6110,1
768,Female,29,3,4,7010,0
769,Female,43,12,10,9670,0
770,Female,27,1,3,7250,1
771,Female,50,1,2,6060,0
772,Female,42,10,8,7620,0
773,Female,40,1,7,6570,0
774,Male,24,1,3,7250,0
775,Female,31,3,5,7680,0
776,Female,32,3,8,7620,0
777,Female,42,18,5,7680,0
778,Female,37,13,8,7620,0
779,Female,23,1,7,6570,0
780,Male,26,1,1,5669,0
781,Female,37,5,4,7010,0
782,Male,46,1,5,7630,0
783,Female,48,1,1,5669,0
784,Male,26,1,6,10660,0
785,Female,24,1,8,7570,1
786,Female,50,3,3,7300,0
787,Female,23,1,3,7250,0
788,Female,49,17,6,10710,0
789,Female,23,11,10,9670,1
790,Female,23,1,2,6060,1
791,Male,37,3,10,9670,0
792,Female,43,1,5,7630,1
793,Female,23,13,2,6110,0
794,Female,43,3,9,9120,0
795,Female,38,16,9,9120,1
796,Female,24,1,9,9070,1
797,Female,45,1,8,7570,1
798,Female,35,1,4,7010,0
799,Female,44,1,7,6570,0
800,Female,47,8,4,7010,0
801,Female,36,3,8,7620,0
802,Female,23,1,2,6060,0
803,Male,29,10,2,6110,0
804,Female,27,1,5,7630,0
805,Female,31,1,6,10660,0
806,Female,50,1,1,5669,1
807,Female,39,2,3,7300,0
808,Female,30,18,10,9670,0
809,Female,49,1,8,7570,1
810,Female,26,1,5,7630,0
811,Female,34,17,4,7010,0
812,Male,41,20,3,7300,0
813,Male,44,18,9,9120,0
814,Male,33,10,2,6110,1
815,Female,41,1,6,10660,0
816,Female,27,15,9,9120,1
817,Female,22,1,4,6960,1
818,Female,42,1,6,10660,0
819,Female,35,3,5,7680,1
820,Female,37,3,5,7680,0
821,Male,36,5,9,9120,0
822,Female,29,18,8,7620,1
823,Female,25,3,3,7300,0
824,Female,46,1,1,5669,0
825,Female,46,1,2,6060,0
826,Female,24,1,2,6060,0
827,Female,23,9,2,6110,0
828,Female,30,15,2,6110,0
829,Female,23,16,2,6110,0
830,Female,32,5,2,6110,0
831,Male,43,13,2,6110,0
832,Female,28,1,2,6060,0
833,Female,35,1,2,6060,0
834,Female,48,19,2,6110,0
835,Female,39,1,6,10660,0
836,Female,33,1,10,9620,1
837,Female,37,2,7,6620,1
838,Female,37,14,4,7010,0
839,Female,46,1,5,7630,0
840,Female,37,1,9,9070,0
841,Female,46,5,3,7300,1
842,Female,32,1,1,5669,0
843,Female,28,5,2,6110,0
844,Male,25,8,3,7300,0
845,Female,38,4,8,7620,0
846,Female,25,7,7,6620,0
847,Female,40,1,4,6960,0
848,Female,40,3,8,7620,0
849,Female,43,3,9,9120,0
850,Male,31,16,9,9120,1
851,Female,26,4,8,7620,1
852,Female,23,3,8,7620,0
853,Female,44,1,3,7250,0
854,Female,43,11,4,7010,0
855,Female,23,12,3,7300,0
856,Female,41,1,7,6570,0
857,Female,31,1,1,5669,0
858,Female,23,1,4,6960,0
859,Female,44,1,9,9070,0
860,Male,36,8,6,10710,1
861,Male,35,3,4,7010,1
862,Female,26,7,9,9120,0
863,Female,37,1,3,7250,1
864,Female,27,3,6,10710,0
865,Female,41,1,2,6060,1
866,Female,37,6,6,10710,0
867,Female,34,1,5,7630,1
868,Female,27,3,1,5719,0
869,Female,23,3,10,9670,0
870,Female,26,10,7,6620,1
