Customer ID,Gender,Age,City Code,Product Code,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Spending Score,Customer Value
64,Female,22,19,8,7500,120,7620,78,1
65,Female,42,4,6,10590,120,10710,95,1
66,Male,22,1,6,10590,70,10660,95,1
67,Male,29,15,1,5599,120,5719,33,0
68,Female,49,3,1,5599,120,5719,33,0
69,Male,49,1,2,5990,70,6060,48,0
70,Female,24,12,2,5990,120,6110,48,0
71,Male,23,1,6,10590,70,10660,95,1
72,Female,25,1,6,10590,70,10660,95,1
73,Female,33,1,5,7560,70,7630,78,1
74,Male,47,1,1,5599,70,5669,33,0
75,Female,38,1,9,9000,70,9070,90,1
76,Female,44,15,9,9000,120,9120,90,1
77,Female,46,6,6,10590,120,10710,95,1
78,Female,35,1,6,10590,70,10660,95,1
79,Female,45,18,6,10590,120,10710,95,1
80,Female,43,15,6,10590,120,10710,95,1
81,Female,23,3,6,10590,120,10710,95,1
82,Female,22,8,6,10590,120,10710,95,1
83,Female,36,1,6,10590,70,10660,95,1
84,Female,22,3,10,9550,120,9670,90,1
85,Female,25,1,5,7560,70,7630,78,1
86,Female,23,20,3,7180,120,7300,53,0
87,Female,25,1,10,9550,70,9620,90,1
88,Female,38,3,7,6500,120,6620,48,0
89,Female,22,2,9,9000,120,9120,90,1
90,Male,33,1,1,5599,70,5669,33,0
91,Female,26,8,4,6890,120,7010,53,0
92,Female,22,16,9,9000,120,9120,90,1
93,Female,22,17,10,9550,120,9670,90,1
94,Female,46,1,1,5599,70,5669,33,0
95,Female,27,1,4,6890,70,6960,48,0
96,Female,24,2,1,5599,120,5719,33,0
97,Female,34,8,4,6890,120,7010,53,0
98,Female,39,16,5,7560,120,7680,78,1
99,Female,48,10,2,5990,120,6110,48,0
100,Female,48,10,2,5990,120,6110,48,0
101,Female,40,3,2,5990,120,6110,48,0
102,Female,50,3,2,5990,120,6110,48,0
103,Male,44,1,2,5990,70,6060,48,0
104,Female,33,3,10,9550,120,9670,90,1
105,Female,31,3,10,9550,120,9670,90,1
106,Female,40,3,9,9000,120,9120,90,1
107,Female,34,20,1,5599,120,5719,33,0
108,Female,22,15,2,5990,120,6110,48,0
109,Female,22,2,4,6890,120,7010,53,0
110,Female,33,21,7,6500,120,6620,48,0
111,Female,36,3,5,7560,120,7680,78,1
112,Female,46,5,1,5599,120,5719,33,0
113,Female,31,5,4,6890,120,7010,53,0
114,Female,43,8,2,5990,120,6110,48,0
115,Female,27,13,7,6500,120,6620,48,0
116,Female,29,16,10,9550,120,9670,90,1
117,Male,47,3,1,5599,120,5719,33,0
118,Female,22,4,2,5990,120,6110,48,0
119,Female,22,1,8,7500,70,7570,78,1
120,Female,25,7,6,10590,120,10710,95,1
121,Female,29,5,7,6500,120,6620,48,0
122,Female,32,1,4,6890,70,6960,48,0
123,Female,27,1,10,9550,70,9620,90,1
124,Female,24,9,9,9000,120,9120,90,1
125,Female,34,1,7,6500,70,6570,48,0
126,Female,33,16,10,9550,120,9670,90,1
127,Female,32,1,4,6890,70,6960,48,0
128,Female,39,3,8,7500,120,7620,78,1
129,Female,26,3,6,10590,120,10710,95,1
130,Female,47,1,7,6500,70,6570,48,0
131,Female,45,16,1,5599,120,5719,33,0
132,Female,41,15,5,7560,120,7680,78,1
133,Female,24,7,4,6890,120,7010,53,0
134,Female,27,3,2,5990,120,6110,48,0
135,Female,40,1,2,5990,70,6060,48,0
136,Female,46,11,2,5990,120,6110,48,0
137,Female,26,13,9,9000,120,9120,90,1
138,Female,38,1,8,7500,70,7570,78,1
139,Female,40,1,6,10590,70,10660,95,1
140,Female,49,3,3,7180,120,7300,53,0
141,Male,43,1,1,5599,70,5669,33,0
142,Female,38,1,2,5990,70,6060,48,0
143,Female,32,1,8,7500,70,7570,78,1
144,Male,24,8,4,6890,120,7010,53,0
145,Female,39,17,4,6890,120,7010,53,0
146,Female,39,3,2,5990,120,6110,48,0
147,Female,25,1,10,9550,70,9620,90,1
148,Female,39,4,9,9000,120,9120,90,1
149,Female,24,14,10,9550,120,9670,90,1
150,Male,22,20,5,7560,120,7680,78,1
151,Female,26,16,2,5990,120,6110,48,0
152,Female,22,1,3,7180,70,7250,53,0
153,Male,35,3,10,9550,120,9670,90,1
154,Female,24,3,9,9000,120,9120,90,1
155,Male,31,3,5,7560,120,7680,78,1
156,Female,35,12,9,9000,120,9120,90,1
157,Female,44,3,8,7500,120,7620,78,1
158,Male,46,3,4,6890,120,7010,53,0
159,Female,29,4,2,5990,120,6110,48,0
160,Female,37,1,2,5990,70,6060,48,0
161,Female,30,1,2,5990,70,6060,48,0
162,Male,32,1,2,5990,70,6060,48,0
163,Female,46,18,2,5990,120,6110,48,0
164,Female,40,19,1,5599,120,5719,33,0
165,Female,28,16,3,7180,120,7300,53,0
166,Female,40,14,10,9550,120,9670,90,1
167,Female,46,8,1,5599,120,5719,33,0
168,Female,31,18,10,9550,120,9670,90,1
169,Female,31,13,3,7180,120,7300,53,0
170,Female,23,5,2,5990,120,6110,48,0
171,Female,27,1,2,5990,70,6060,48,0
172,Female,34,15,2,5990,120,6110,48,0
173,Female,41,14,2,5990,120,6110,48,0
174,Male,30,3,2,5990,120,6110,48,0
175,Female,27,12,8,7500,120,7620,78,1
176,Female,25,14,5,7560,120,7680,78,1
177,Female,43,1,8,7500,70,7570,78,1
178,Female,45,1,2,5990,70,6060,48,0
179,Female,43,3,1,5599,120,5719,33,0
180,Male,43,6,4,6890,120,7010,53,0
181,Female,41,1,6,10590,70,10660,95,1
182,Female,46,3,8,7500,120,7620,78,1
183,Male,25,1,5,7560,70,7630,78,1
184,Male,40,1,8,7500,70,7570,78,1
185,Female,48,3,5,7560,120,7680,78,1
186,Female,31,3,7,6500,120,6620,48,0
187,Female,28,1,2,5990,70,6060,48,0
188,Female,41,7,10,9550,120,9670,90,1
189,Female,37,1,10,9550,70,9620,90,1
190,Female,45,5,9,9000,120,9120,90,1
191,Female,48,20,8,7500,120,7620,78,1
192,Female,22,3,5,7560,120,7680,78,1
193,Male,48,18,7,6500,120,6620,48,0
194,Female,48,3,8,7500,120,7620,78,1
195,Female,37,1,8,7500,70,7570,78,1
196,Female,40,1,9,9000,70,9070,90,1
197,Male,28,6,1,5599,120,5719,33,0
198,Female,32,1,10,9550,70,9620,90,1
199,Female,28,16,7,6500,120,6620,48,0
200,Female,22,1,3,7180,70,7250,53,0
201,Female,28,20,3,7180,120,7300,53,0
202,Male,27,1,6,10590,70,10660,95,1
203,Female,50,16,5,7560,120,7680,78,1
204,Female,22,1,6,10590,70,10660,95,1
205,Male,24,1,8,7500,70,7570,78,1
206,Female,25,9,5,7560,120,7680,78,1
207,Male,28,4,8,7500,120,7620,78,1
208,Female,36,1,3,7180,70,7250,53,0
209,Female,42,3,5,7560,120,7680,78,1
210,Female,49,3,9,9000,120,9120,90,1
211,Female,22,16,4,6890,120,7010,53,0
212,Female,49,3,1,5599,120,5719,33,0
213,Female,41,15,6,10590,120,10710,95,1
214,Female,38,1,6,10590,70,10660,95,1
215,Female,30,17,4,6890,120,7010,53,0
216,Female,40,1,9,9000,70,9070,90,1
217,Male,35,3,2,5990,120,6110,48,0
218,Female,44,1,6,10590,70,10660,95,1
219,Female,42,1,1,5599,70,5669,33,0
220,Female,44,10,4,6890,120,7010,53,0
221,Female,39,3,4,6890,120,7010,53,0
222,Female,23,3,10,9550,120,9670,90,1
223,Female,34,1,8,7500,70,7570,78,1
224,Female,32,3,5,7560,120,7680,78,1
225,Male,45,1,7,6500,70,6570,48,0
226,Female,23,1,6,10590,70,10660,95,1
227,Male,40,1,1,5599,70,5669,33,0
228,Female,48,1,5,7560,70,7630,78,1
229,Female,48,12,7,6500,120,6620,48,0
230,Female,24,11,6,10590,120,10710,95,1
231,Female,24,1,6,10590,70,10660,95,1
232,Male,31,3,6,10590,120,10710,95,1
233,Female,22,3,6,10590,120,10710,95,1
234,Female,40,3,6,10590,120,10710,95,1
235,Female,41,7,6,10590,120,10710,95,1
236,Female,28,20,6,10590,120,10710,95,1
237,Female,23,3,6,10590,120,10710,95,1
238,Female,32,8,6,10590,120,10710,95,1
239,Male,23,1,6,10590,70,10660,95,1
240,Male,23,18,6,10590,120,10710,95,1
241,Female,30,7,6,10590,120,10710,95,1
242,Female,36,3,7,6500,120,6620,48,0
243,Female,28,1,10,9550,70,9620,90,1
244,Female,43,8,5,7560,120,7680,78,1
245,Female,41,1,3,7180,70,7250,53,0
246,Female,23,6,5,7560,120,7680,78,1
247,Female,29,3,4,6890,120,7010,53,0
248,Male,45,4,6,10590,120,10710,95,1
249,Female,35,6,1,5599,120,5719,33,0
250,Female,49,1,2,5990,70,6060,48,0
251,Female,33,12,2,5990,120,6110,48,0
252,Female,47,3,3,7180,120,7300,53,0
253,Male,37,3,6,10590,120,10710,95,1
254,Male,35,19,3,7180,120,7300,53,0
255,Female,38,6,7,6500,120,6620,48,0
256,Male,42,6,10,9550,120,9670,90,1
257,Male,22,19,3,7180,120,7300,53,0
258,Female,46,1,2,5990,70,6060,48,0
259,Female,48,3,1,5599,120,5719,33,0
260,Female,27,1,2,5990,70,6060,48,0
261,Female,49,4,1,5599,120,5719,33,0
262,Female,41,8,3,7180,120,7300,53,0
263,Female,30,18,7,6500,120,6620,48,0
264,Female,34,3,8,7500,120,7620,78,1
265,Female,30,7,7,6500,120,6620,48,0
266,Female,30,3,8,7500,120,7620,78,1
267,Female,22,3,2,5990,120,6110,48,0
268,Female,36,1,2,5990,70,6060,48,0
269,Female,43,16,6,10590,120,10710,95,1
270,Female,48,4,9,9000,120,9120,90,1
271,Female,27,1,3,7180,70,7250,53,0
272,Female,47,3,2,5990,120,6110,48,0
273,Female,46,9,1,5599,120,5719,33,0
274,Female,35,1,9,9000,70,9070,90,1
275,Female,30,1,3,7180,70,7250,53,0
276,Male,37,3,8,7500,120,7620,78,1
277,Female,39,1,10,9550,70,9620,90,1
278,Female,22,1,7,6500,70,6570,48,0
279,Female,41,7,8,7500,120,7620,78,1
280,Female,22,1,4,6890,70,6960,48,0
281,Female,41,6,9,9000,120,9120,90,1
282,Female,41,1,4,6890,70,6960,48,0
283,Female,41,6,5,7560,120,7680,78,1
284,Female,49,4,2,5990,120,6110,48,0
285,Female,31,1,2,5990,70,6060,48,0
286,Female,26,3,2,5990,120,6110,48,0
287,Female,31,1,4,6890,70,6960,48,0
288,Female,42,3,10,9550,120,9670,90,1
289,Female,22,3,6,10590,120,10710,95,1
290,Female,23,9,8,7500,120,7620,78,1
291,Female,36,18,7,6500,120,6620,48,0
292,Female,41,1,2,5990,70,6060,48,0
293,Female,36,3,5,7560,120,7680,78,1
294,Female,26,13,5,7560,120,7680,78,1
295,Female,48,3,8,7500,120,7620,78,1
296,Female,49,8,8,7500,120,7620,78,1
297,Male,24,1,6,10590,70,10660,95,1
298,Male,23,1,2,5990,70,6060,48,0
299,Male,46,6,2,5990,120,6110,48,0
300,Female,41,12,2,5990,120,6110,48,0
301,Female,30,7,2,5990,120,6110,48,0
302,Female,23,20,1,5599,120,5719,33,0
303,Female,38,3,1,5599,120,5719,33,0
304,Female,38,19,10,9550,120,9670,90,1
305,Female,40,1,10,9550,70,9620,90,1
306,Female,32,13,3,7180,120,7300,53,0
307,Female,50,1,7,6500,70,6570,48,0
308,Female,46,20,1,5599,120,5719,33,0
309,Female,36,16,1,5599,120,5719,33,0
310,Female,22,1,6,10590,70,10660,95,1
311,Female,31,16,3,7180,120,7300,53,0
312,Female,31,1,5,7560,70,7630,78,1
313,Female,30,7,10,9550,120,9670,90,1
314,Male,32,18,9,9000,120,9120,90,1
315,Female,44,5,8,7500,120,7620,78,1
316,Female,26,1,7,6500,70,6570,48,0
317,Female,30,1,5,7560,70,7630,78,1
318,Female,43,7,4,6890,120,7010,53,0
319,Female,39,1,4,6890,70,6960,48,0
320,Female,40,18,1,5599,120,5719,33,0
321,Female,32,18,9,9000,120,9120,90,1
322,Female,30,1,2,5990,70,6060,48,0
323,Female,27,10,2,5990,120,6110,48,0
324,Female,34,3,2,5990,120,6110,48,0
325,Male,35,3,2,5990,120,6110,48,0
326,Male,36,1,2,5990,70,6060,48,0
327,Female,33,13,2,5990,120,6110,48,0
328,Female,39,1,2,5990,70,6060,48,0
329,Female,23,12,4,6890,120,7010,53,0
330,Female,23,3,1,5599,120,5719,33,0
331,Female,28,7,3,7180,120,7300,53,0
332,Female,28,9,8,7500,120,7620,78,1
333,Female,31,17,8,7500,120,7620,78,1
334,Male,39,1,2,5990,70,6060,48,0
335,Female,34,15,1,5599,120,5719,33,0
336,Female,43,1,7,6500,70,6570,48,0
337,Male,30,3,1,5599,120,5719,33,0
338,Female,47,1,6,10590,70,10660,95,1
339,Female,46,4,1,5599,120,5719,33,0
340,Female,48,16,3,7180,120,7300,53,0
341,Female,28,5,9,9000,120,9120,90,1
342,Female,24,3,5,7560,120,7680,78,1
343,Female,30,11,9,9000,120,9120,90,1
344,Female,32,11,8,7500,120,7620,78,1
345,Female,35,1,2,5990,70,6060,48,0
346,Female,46,8,5,7560,120,7680,78,1
347,Female,36,14,8,7500,120,7620,78,1
348,Female,44,3,7,6500,120,6620,48,0
349,Female,35,3,3,7180,120,7300,53,0
350,Female,27,1,5,7560,70,7630,78,1
351,Female,24,15,10,9550,120,9670,90,1
352,Female,34,19,10,9550,120,9670,90,1
353,Female,42,3,10,9550,120,9670,90,1
354,Female,24,5,9,9000,120,9120,90,1
355,Female,50,1,5,7560,70,7630,78,1
356,Female,24,1,7,6500,70,6570,48,0
357,Female,23,1,4,6890,70,6960,48,0
358,Female,25,3,6,10590,120,10710,95,1
359,Female,29,3,7,6500,120,6620,48,0
360,Male,46,1,2,5990,70,6060,48,0
361,Female,25,11,7,6500,120,6620,48,0
362,Male,22,7,10,9550,120,9670,90,1
363,Male,30,1,8,7500,70,7570,78,1
364,Female,50,1,7,6500,70,6570,48,0
365,Male,31,7,3,7180,120,7300,53,0
366,Female,35,1,5,7560,70,7630,78,1
367,Female,23,1,9,9000,70,9070,90,1
368,Male,49,8,1,5599,120,5719,33,0
369,Female,43,1,2,5990,70,6060,48,0
370,Female,47,20,9,9000,120,9120,90,1
371,Female,38,3,10,9550,120,9670,90,1
372,Female,28,7,3,7180,120,7300,53,0
373,Female,41,18,7,6500,120,6620,48,0
374,Female,38,19,8,7500,120,7620,78,1
375,Female,48,20,9,9000,120,9120,90,1
376,Female,25,3,5,7560,120,7680,78,1
377,Female,23,3,2,5990,120,6110,48,0
378,Female,27,8,7,6500,120,6620,48,0
379,Female,43,1,10,9550,70,9620,90,1
380,Male,30,6,2,5990,120,6110,48,0
381,Female,31,9,2,5990,120,6110,48,0
382,Female,40,3,3,7180,120,7300,53,0
383,Female,32,3,8,7500,120,7620,78,1
384,Female,39,13,2,5990,120,6110,48,0
385,Female,46,3,7,6500,120,6620,48,0
386,Female,23,3,4,6890,120,7010,53,0
387,Female,37,6,8,7500,120,7620,78,1
388,Female,30,20,6,10590,120,10710,95,1
389,Male,38,6,3,7180,120,7300,53,0
390,Female,41,20,8,7500,120,7620,78,1
391,Female,46,6,1,5599,120,5719,33,0
392,Male,42,1,7,6500,70,6570,48,0
393,Female,31,3,6,10590,120,10710,95,1
394,Female,36,15,5,7560,120,7680,78,1
395,Female,31,4,3,7180,120,7300,53,0
396,Female,44,1,9,9000,70,9070,90,1
397,Female,46,1,9,9000,70,9070,90,1
398,Female,29,1,1,5599,70,5669,33,0
399,Male,49,1,2,5990,70,6060,48,0
400,Female,35,18,7,6500,120,6620,48,0
401,Female,24,1,9,9000,70,9070,90,1
402,Male,50,15,1,5599,120,5719,33,0
403,Female,33,1,6,10590,70,10660,95,1
404,Female,22,14,4,6890,120,7010,53,0
405,Female,37,3,10,9550,120,9670,90,1
406,Female,30,19,6,10590,120,10710,95,1
407,Female,44,18,6,10590,120,10710,95,1
408,Female,43,3,4,6890,120,7010,53,0
409,Female,39,8,1,5599,120,5719,33,0
410,Female,30,1,7,6500,70,6570,48,0
411,Female,32,3,3,7180,120,7300,53,0
412,Female,28,19,3,7180,120,7300,53,0
413,Female,31,13,8,7500,120,7620,78,1
414,Female,29,1,6,10590,70,10660,95,1
415,Male,25,3,1,5599,120,5719,33,0
416,Female,23,20,9,9000,120,9120,90,1
417,Female,28,13,6,10590,120,10710,95,1
418,Female,32,1,8,7500,70,7570,78,1
419,Female,39,3,10,9550,120,9670,90,1
420,Female,42,1,2,5990,70,6060,48,0
421,Female,36,1,5,7560,70,7630,78,1
422,Female,37,7,10,9550,120,9670,90,1
423,Female,29,3,10,9550,120,9670,90,1
424,Female,32,3,6,10590,120,10710,95,1
425,Female,47,20,2,5990,120,6110,48,0
426,Female,29,1,10,9550,70,9620,90,1
427,Female,34,1,3,7180,70,7250,53,0
428,Female,23,1,8,7500,70,7570,78,1
429,Female,43,16,8,7500,120,7620,78,1
430,Female,27,15,7,6500,120,6620,48,0
431,Female,34,1,3,7180,70,7250,53,0
432,Female,26,1,6,10590,70,10660,95,1
433,Female,39,3,7,6500,120,6620,48,0
434,Female,36,3,3,7180,120,7300,53,0
435,Female,40,6,2,5990,120,6110,48,0
436,Female,44,7,4,6890,120,7010,53,0
437,Female,28,3,7,6500,120,6620,48,0
438,Female,48,1,6,10590,70,10660,95,1
439,Female,33,15,10,9550,120,9670,90,1
440,Female,48,9,10,9550,120,9670,90,1
441,Female,41,1,1,5599,70,5669,33,0
442,Female,23,1,2,5990,70,6060,48,0
443,Female,32,11,1,5599,120,5719,33,0
444,Female,28,14,5,7560,120,7680,78,1
445,Female,43,3,10,9550,120,9670,90,1
446,Female,28,1,2,5990,70,6060,48,0
447,Female,44,18,10,9550,120,9670,90,1
448,Female,40,1,3,7180,70,7250,53,0
449,Female,38,3,3,7180,120,7300,53,0
450,Female,30,1,10,9550,70,9620,90,1
451,Female,38,11,8,7500,120,7620,78,1
452,Male,42,3,8,7500,120,7620,78,1
453,Female,45,1,6,10590,70,10660,95,1
454,Male,32,1,10,9550,70,9620,90,1
455,Female,32,1,7,6500,70,6570,48,0
456,Female,41,8,6,10590,120,10710,95,1
457,Female,23,1,1,5599,70,5669,33,0
458,Female,30,1,4,6890,70,6960,48,0
459,Female,27,1,10,9550,70,9620,90,1
460,Female,26,1,6,10590,70,10660,95,1
461,Female,26,6,4,6890,120,7010,53,0
462,Female,24,15,9,9000,120,9120,90,1
463,Female,40,1,10,9550,70,9620,90,1
464,Female,36,1,1,5599,70,5669,33,0
465,Female,23,1,3,7180,70,7250,53,0
466,Female,43,3,4,6890,120,7010,53,0
467,Female,47,1,8,7500,70,7570,78,1
468,Female,45,7,3,7180,120,7300,53,0
469,Female,26,1,6,10590,70,10660,95,1
470,Female,38,1,4,6890,70,6960,48,0
471,Female,40,3,4,6890,120,7010,53,0
472,Female,41,13,4,6890,120,7010,53,0
473,Female,32,1,9,9000,70,9070,90,1
474,Female,24,3,1,5599,120,5719,33,0
475,Female,40,1,8,7500,70,7570,78,1
476,Female,34,15,1,5599,120,5719,33,0
477,Female,27,6,1,5599,120,5719,33,0
478,Female,25,15,9,9000,120,9120,90,1
479,Male,31,17,4,6890,120,7010,53,0
480,Female,44,3,2,5990,120,6110,48,0
481,Female,31,1,3,7180,70,7250,53,0
482,Female,42,15,2,5990,120,6110,48,0
483,Female,38,3,6,10590,120,10710,95,1
484,Female,22,1,6,10590,70,10660,95,1
485,Male,39,3,2,5990,120,6110,48,0
486,Male,24,18,5,7560,120,7680,78,1
487,Female,39,3,7,6500,120,6620,48,0
488,Female,36,13,10,9550,120,9670,90,1
489,Female,36,1,2,5990,70,6060,48,0
490,Female,43,3,1,5599,120,5719,33,0
491,Male,28,1,5,7560,70,7630,78,1
492,Male,47,2,3,7180,120,7300,53,0
493,Female,35,1,4,6890,70,6960,48,0
494,Female,22,1,1,5599,70,5669,33,0
495,Female,48,19,9,9000,120,9120,90,1
496,Female,30,18,9,9000,120,9120,90,1
497,Female,38,13,7,6500,120,6620,48,0
498,Female,47,3,2,5990,120,6110,48,0
499,Female,33,1,5,7560,70,7630,78,1
500,Male,47,18,7,6500,120,6620,48,0
501,Female,44,11,9,9000,120,9120,90,1
502,Female,24,3,5,7560,120,7680,78,1
503,Male,46,1,8,7500,70,7570,78,1
504,Female,48,8,8,7500,120,7620,78,1
505,Female,27,1,4,6890,70,6960,48,0
506,Female,26,1,1,5599,70,5669,33,0
507,Female,45,1,3,7180,70,7250,53,0
508,Female,29,1,2,5990,70,6060,48,0
509,Female,24,18,1,5599,120,5719,33,0
510,Female,28,1,3,7180,70,7250,53,0
511,Female,24,1,6,10590,70,10660,95,1
512,Female,48,1,4,6890,70,6960,48,0
513,Female,32,1,7,6500,70,6570,48,0
514,Female,44,3,5,7560,120,7680,78,1
515,Female,31,11,4,6890,120,7010,53,0
516,Female,46,14,10,9550,120,9670,90,1
517,Female,48,3,2,5990,120,6110,48,0
518,Female,24,20,2,5990,120,6110,48,0
519,Female,42,1,2,5990,70,6060,48,0
520,Male,47,1,2,5990,70,6060,48,0
521,Female,39,5,6,10590,120,10710,95,1
522,Female,39,1,3,7180,70,7250,53,0
523,Female,39,3,2,5990,120,6110,48,0
524,Female,35,13,2,5990,120,6110,48,0
525,Female,45,1,6,10590,70,10660,95,1
526,Female,29,3,2,5990,120,6110,48,0
527,Female,49,1,2,5990,70,6060,48,0
528,Male,41,20,2,5990,120,6110,48,0
529,Female,39,15,2,5990,120,6110,48,0
530,Female,48,2,2,5990,120,6110,48,0
531,Female,47,3,2,5990,120,6110,48,0
532,Female,45,3,2,5990,120,6110,48,0
533,Male,24,6,2,5990,120,6110,48,0
534,Female,26,7,2,5990,120,6110,48,0
535,Female,22,17,2,5990,120,6110,48,0
536,Female,29,1,2,5990,70,6060,48,0
537,Female,50,20,2,5990,120,6110,48,0
538,Female,49,11,9,9000,120,9120,90,1
539,Female,48,2,5,7560,120,7680,78,1
540,Female,29,6,9,9000,120,9120,90,1
541,Female,32,8,10,9550,120,9670,90,1
542,Female,31,18,7,6500,120,6620,48,0
543,Female,43,1,9,9000,70,9070,90,1
544,Female,28,8,9,9000,120,9120,90,1
545,Female,23,1,5,7560,70,7630,78,1
546,Male,44,9,1,5599,120,5719,33,0
547,Female,37,3,10,9550,120,9670,90,1
548,Female,29,9,10,9550,120,9670,90,1
549,Female,44,1,1,5599,70,5669,33,0
550,Male,22,1,9,9000,70,9070,90,1
551,Female,27,4,9,9000,120,9120,90,1
552,Female,39,16,2,5990,120,6110,48,0
553,Female,22,12,4,6890,120,7010,53,0
554,Female,27,14,3,7180,120,7300,53,0
555,Female,27,11,5,7560,120,7680,78,1
556,Female,26,1,5,7560,70,7630,78,1
557,Female,41,3,8,7500,120,7620,78,1
558,Female,46,1,4,6890,70,6960,48,0
559,Female,32,9,9,9000,120,9120,90,1
560,Female,33,3,5,7560,120,7680,78,1
561,Female,25,16,9,9000,120,9120,90,1
562,Female,24,1,2,5990,70,6060,48,0
563,Female,26,1,6,10590,70,10660,95,1
564,Female,36,4,7,6500,120,6620,48,0
565,Female,46,15,3,7180,120,7300,53,0
566,Female,49,1,7,6500,70,6570,48,0
567,Female,26,17,2,5990,120,6110,48,0
568,Female,43,3,7,6500,120,6620,48,0
569,Female,33,3,9,9000,120,9120,90,1
570,Female,26,7,8,7500,120,7620,78,1
571,Female,44,14,8,7500,120,7620,78,1
572,Female,49,17,4,6890,120,7010,53,0
573,Female,48,1,10,9550,70,9620,90,1
574,Female,25,20,5,7560,120,7680,78,1
575,Female,26,19,3,7180,120,7300,53,0
576,Female,42,1,8,7500,70,7570,78,1
577,Female,41,1,8,7500,70,7570,78,1
578,Female,24,3,6,10590,120,10710,95,1
579,Female,27,17,3,7180,120,7300,53,0
580,Female,40,3,5,7560,120,7680,78,1
581,Female,32,1,4,6890,70,6960,48,0
582,Female,32,1,3,7180,70,7250,53,0
583,Female,40,6,6,10590,120,10710,95,1
584,Male,29,1,9,9000,70,9070,90,1
585,Female,39,1,4,6890,70,6960,48,0
586,Male,24,1,7,6500,70,6570,48,0
587,Female,29,1,3,7180,70,7250,53,0
588,Female,49,3,4,6890,120,7010,53,0
589,Male,34,8,8,7500,120,7620,78,1
590,Male,22,8,1,5599,120,5719,33,0
591,Female,28,1,3,7180,70,7250,53,0
592,Female,46,1,6,10590,70,10660,95,1
593,Female,43,16,5,7560,120,7680,78,1
594,Female,38,1,6,10590,70,10660,95,1
595,Female,46,14,8,7500,120,7620,78,1
596,Female,46,2,4,6890,120,7010,53,0
597,Female,30,9,7,6500,120,6620,48,0
598,Female,23,6,2,5990,120,6110,48,0
599,Female,43,3,6,10590,120,10710,95,1
600,Female,42,3,1,5599,120,5719,33,0
601,Female,44,7,4,6890,120,7010,53,0
602,Female,24,3,7,6500,120,6620,48,0
603,Female,46,1,4,6890,70,6960,48,0
